session.code,participant.code,session_type,session_discount,d_n_dutch_irrational_bid,d_round_dutch_irrational_bid,d_n_dutch_predicted_win,d_diff_dutch_predicted_win,d_round_dutch_predicted_win,d_n_dutch_predicted_lose,d_round_dutch_predicted_lose,d_n_dutch_lucky_win,d_diff_dutch_lucky_win,d_round_dutch_lucky_win,d_n_dutch_greedy_lose,d_diff_dutch_greedy_lose,d_round_dutch_greedy_lose,h_n_dutch_irrational_bid,h_round_dutch_irrational_bid,h_n_dutch_predicted_win,h_diff_dutch_predicted_win,h_round_dutch_predicted_win,h_n_dutch_predicted_lose,h_round_dutch_predicted_lose,h_n_dutch_lucky_win,h_diff_dutch_lucky_win,h_round_dutch_lucky_win,h_n_dutch_greedy_lose,h_diff_dutch_greedy_lose,h_round_dutch_greedy_lose,h_n_contest_correct_bid,h_round_contest_correct_bid,h_n_contest_correct_leave,h_round_contest_correct_leave,h_n_contest_irrational,h_round_contest_irrational,h_n_contest_regret,h_diff_contest_regret,h_round_contest_regret,h_n_english_irrational,h_diff_english_irrational,h_round_english_irrational,h_n_english_correct,h_diff_english_correct,h_round_english_correct
a2ehf0h4,wgrvj2qu,05_D1H2,0.009,3,"[4, 15, 20]",1,[-7.150186490000003],[5],20,"[3, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 21, 23, 24, 27, 28, 29, 30]",3,"[-7.61345146, -7.074762079999999, -2.9714830300000017]","[10, 22, 26]",1,[1.7454484300000033],[25],0,[],3,"[4.0, 2.0, 4.95192243]","[4, 5, 14]",21,"[3, 6, 8, 9, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",1,[-1.3212257100000002],[7],3,"[4.32373522, 4.45586823, 4.32373522]","[10, 11, 12]",13,"[3, 4, 5, 7, 10, 11, 12, 14, 18, 21, 22, 24, 26]",12,"[6, 8, 9, 15, 16, 17, 19, 20, 25, 28, 29, 30]",1,[13],2,"[3, 1]","[23, 27]",6,"[-1, -1, -1, -1, -30, -1]","[3, 5, 7, 10, 13, 26]",8,"[10, 0, 1, 16, 2, 0, 0, 0]","[4, 11, 12, 14, 18, 21, 22, 24]"
a2ehf0h4,d2sp7ab6,05_D1H2,0.009,0,[],9,"[-2.6134514600000003, -4.254551569999997, -3.3532001200000003, 0.3865485399999997, 0.10526160999999945, 0.20742690000000152, 2.5658872099999996, -0.35320012000000034, 1.3865485399999997]","[4, 9, 10, 12, 14, 21, 24, 27, 30]",17,"[5, 6, 7, 8, 11, 13, 15, 16, 17, 18, 19, 20, 22, 23, 26, 28, 29]",1,[0.9252379200000007],[25],1,[2.8278234200000014],[3],0,[],6,"[5.0, 2.0, -0.3212257100000002, 4.0, 5.32373522, 5.0]","[8, 15, 21, 22, 26, 27]",13,"[3, 5, 7, 9, 11, 13, 14, 16, 18, 20, 25, 28, 30]",3,"[-0.38955938999999873, 4.32373522, -2.1091716]","[6, 12, 23]",6,"[3.0, 5.0, 4.0, 2.0, 2.0, 0.9519224299999998]","[4, 10, 17, 19, 24, 29]",19,"[6, 8, 9, 10, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 29, 30]",6,"[3, 5, 11, 18, 25, 28]",0,[],3,"[21, 2, 1]","[4, 7, 16]",0,[],[],19,"[7, 14, 3, 1, 0, 0, 0, 21, 14, 0, 1, 3, 17, 0, 20, 7, 7, 0, 0]","[6, 8, 9, 10, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 26, 27, 29, 30]"
a2ehf0h4,oa7qot79,05_D1H2,0.009,1,[7],5,"[-7.074762079999999, -4.533963819999997, 3.4699689300000003, -3.4341127900000004, -1.7925730999999985]","[8, 11, 13, 15, 20]",21,"[3, 4, 5, 6, 9, 10, 12, 14, 16, 17, 18, 19, 21, 22, 23, 24, 26, 27, 28, 29, 30]",0,[],[],1,[1.7454484300000033],[25],0,[],3,"[2.0, 7.593459469999999, 8.0]","[19, 20, 28]",18,"[3, 4, 5, 6, 8, 9, 11, 12, 14, 15, 17, 18, 21, 22, 23, 24, 25, 27]",2,"[-5.827401470000002, -3.0480775700000002]","[10, 30]",5,"[2.0, 18.86378605, 2.0, 0.5934594699999991, 6.0]","[7, 13, 16, 26, 29]",9,"[8, 10, 14, 16, 19, 20, 28, 29, 30]",14,"[3, 4, 5, 9, 11, 12, 15, 17, 18, 21, 23, 24, 25, 27]",1,[6],4,"[25, 31, 10, 13]","[7, 13, 22, 26]",2,"[-8, -17]","[6, 10]",8,"[6, 6, 19, 3, 14, 14, 13, 4]","[8, 14, 16, 19, 20, 28, 29, 30]"
a2ehf0h4,mj45bz4p,05_D1H2,0.009,0,[],6,"[-3.2545515699999967, -0.7137394599999993, -2.1721765799999986, -2.4341127900000004, -1.8947383900000005, -1.0747620799999993]","[3, 6, 11, 18, 19, 22]",20,"[4, 5, 7, 8, 9, 10, 12, 14, 15, 16, 17, 20, 21, 23, 24, 25, 26, 27, 29, 30]",1,[-2.0747620799999993],[28],1,[3.4699689300000003],[13],0,[],2,"[3.0, 2.0]","[5, 18]",22,"[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30]",3,"[1.3237352199999997, -4.6686699900000015, -3.9465980700000003]","[16, 17, 19]",1,[1.0],[23],10,"[4, 5, 7, 16, 17, 18, 19, 23, 26, 27]",16,"[3, 6, 8, 9, 10, 11, 12, 14, 15, 21, 22, 24, 25, 28, 29, 30]",0,[],2,"[3, 12]","[13, 20]",0,[],[],10,"[0, 13, 0, 9, 2, 3, 2, 3, 0, 0]","[4, 5, 7, 16, 17, 18, 19, 23, 26, 27]"
a2ehf0h4,zra2d4h1,05_D1H2,0.009,0,[],3,"[-6.172176579999999, -5.0801682700000015, -4.43411279]","[13, 17, 30]",22,"[3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27, 29]",2,"[-6.8947383900000005, -2.1721765799999986]","[6, 23]",1,[2.849813509999997],[28],0,[],0,[],[],21,"[4, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29]",0,[],[],7,"[4.0, 1.3237352199999997, 5.0, 10.172598529999998, 7.593459469999999, 7.32373522, 2.0]","[3, 5, 12, 13, 20, 23, 30]",16,"[3, 5, 8, 11, 12, 13, 17, 19, 20, 21, 22, 23, 25, 27, 29, 30]",12,"[4, 6, 7, 9, 10, 14, 15, 16, 18, 24, 26, 28]",0,[],0,[],[],3,"[-1, -1, -1]","[21, 25, 29]",13,"[13, 1, 1, 0, 10, 3, 0, 0, 13, 0, 7, 0, 5]","[3, 5, 8, 11, 12, 13, 17, 19, 20, 22, 23, 27, 30]"
a2ehf0h4,mgwrgjsi,05_D1H2,0.009,0,[],1,[1.6467998799999997],[8],26,"[4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0,[],[],1,[4.466036180000003],[3],0,[],7,"[-4.2592314600000005, -0.13621394999999836, 2.0, 1.0, 2.0, 2.0, 2.0]","[16, 20, 21, 23, 26, 28, 30]",12,"[4, 6, 8, 9, 10, 12, 13, 17, 19, 22, 25, 29]",5,"[-5.389559389999999, -8.389559389999999, -4.04807757, -6.6686699900000015, -0.6839322200000009]","[3, 14, 15, 24, 27]",4,"[2.0, 2.0, 16.0, 2.0]","[5, 7, 11, 18]",20,"[3, 4, 5, 6, 7, 9, 11, 14, 15, 16, 18, 20, 21, 23, 24, 26, 27, 28, 29, 30]",8,"[8, 10, 12, 13, 17, 19, 22, 25]",0,[],0,[],[],7,"[-1, -1, -3, -1, -1, -1, -4]","[4, 6, 14, 23, 24, 29, 30]",13,"[0, 5, 10, 0, 11, 0, 2, 3, 6, 9, 12, 0, 0]","[3, 5, 7, 9, 11, 15, 16, 18, 20, 21, 26, 27, 28]"
785y9gdo,6v2355zp,02_D2H1,0.009,0,[],11,"[-7.22010083, -3.181555979999999, 4.336365870000002, -3.181555979999999, 4.707610549999998, -5.598667939999999, -6.7907465500000015, -9.790746550000001, -4.282048621, -2.181555979999999, -0.5914892179999995]","[4, 5, 6, 9, 10, 13, 14, 16, 17, 18, 20]",6,"[3, 8, 11, 12, 15, 19]",0,[],[],1,[3.98562729],[7],0,[],9,"[0.8272499409999998, 1.1157501100000005, 1.2518826399999998, -0.4153048229999996, -4.486754902, -1.4625304989999997, -0.3697440959999998, 4.1157501100000005, -2.731482164]","[3, 4, 6, 10, 11, 17, 18, 19, 20]",0,[],7,"[-4.658614058, -4.486754902, -1.4153048229999996, -6.2929529340000006, -1.255892359, -2.1055113370000003, -2.4625304989999997]","[5, 7, 8, 12, 13, 15, 16]",2,"[2.704162746, 0.154939594]","[9, 14]",18,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,[],0,[],0,[],[],1,[-1],[5],17,"[26, 28, 28, 15, 2, 10, 3, 11, 2, 2, 4, 1, 1, 20, 15, 32, 14]","[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
785y9gdo,7wt8yym8,02_D2H1,0.009,0,[],5,"[-4.763010399999999, -3.4804790200000006, -5.84823016, -9.921510699999999, -9.921510699999999]","[3, 4, 8, 15, 16]",9,"[6, 7, 9, 12, 13, 14, 18, 19, 20]",4,"[-6.927030349999999, -4.618483299999999, -8.921510699999999, -8.598667939999999]","[5, 10, 11, 17]",0,[],[],0,[],5,"[3.0, 2.99799329, 9.11575011, 9.55465343, 6.181597021]","[4, 5, 7, 11, 18]",5,"[3, 9, 12, 17, 19]",6,"[5.407717303, -0.9118631450000001, -0.091074651, -0.091074651, 4.537469501, 1.7041627460000002]","[6, 8, 13, 15, 16, 20]",2,"[4.258839824, 0.009987905]","[10, 14]",15,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20]",1,[19],0,[],2,"[15, 1]","[3, 14]",1,[-1],[9],14,"[4, 7, 0, 25, 1, 22, 2, 16, 1, 1, 1, 1, 14, 1]","[4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 20]"
785y9gdo,4ui9hc24,02_D2H1,0.009,0,[],9,"[-5.84823016, -0.6742749050000008, -4.84166432, 6.336365870000002, -2.07268513, -5.01437271, -7.05643615, -5.49850176, -8.84166432]","[3, 5, 6, 7, 11, 12, 13, 14, 18]",8,"[4, 8, 9, 10, 15, 17, 19, 20]",1,[-9.921510699999999],[16],0,[],[],0,[],1,[-6.817443974],[3],7,"[7, 8, 9, 10, 13, 15, 16]",0,[],[],10,"[3.258839824, 1.981196793, 1.938820615, 3.55465343, 3.188454623, 0.039544973, 8.993468517, 11.55465343, 11.0, 0.8272499409999998]","[4, 5, 6, 11, 12, 14, 17, 18, 19, 20]",13,"[3, 4, 6, 9, 10, 11, 12, 14, 15, 17, 18, 19, 20]",3,"[7, 13, 16]",1,[8],1,[18],[5],5,"[-3, -20, -1, -2, -2]","[8, 9, 11, 14, 15]",9,"[5, 11, 4, 0, 10, 14, 42, 26, 16]","[3, 4, 6, 10, 12, 17, 18, 19, 20]"
785y9gdo,i20oxo6g,02_D2H1,0.009,0,[],7,"[-10.29362364, -7.01437271, -3.9515877899999996, -4.84166432, -6.359733070000001, -6.598667939999999, -6.598667939999999]","[7, 10, 11, 12, 14, 15, 19]",10,"[3, 4, 5, 6, 8, 9, 13, 16, 17, 20]",1,[-5.05643615],[18],0,[],[],0,[],1,[2.0],[19],6,"[6, 9, 10, 12, 13, 14]",0,[],[],11,"[9.25188264, 11.55465343, 1.6302559040000002, 1.872507497, 2.0, 6.008480611, 2.84655185, 2.6814390800000005, 3.0, 2.872507497, 9.827249941]","[3, 4, 5, 7, 8, 11, 15, 16, 17, 18, 20]",16,"[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",2,"[6, 14]",0,[],0,[],[],0,[],[],16,"[31, 38, 23, 2, 11, 16, 2, 18, 1, 1, 1, 14, 8, 1, 35, 20]","[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]"
785y9gdo,2eomabqc,02_D2H1,0.009,0,[],6,"[-6.181555979999999, 2.5195209799999994, -1.4804790200000006, -4.49850176, -5.500272949999999, -5.17871796]","[6, 8, 10, 14, 18, 19]",10,"[3, 5, 9, 11, 12, 13, 15, 16, 17, 20]",1,[-7.359733070000001],[4],1,[1.005409777],[7],0,[],4,"[-7.512308266, -3.731482164, 4.993468517, 9.25188264]","[8, 9, 11, 16]",7,"[3, 10, 12, 13, 14, 15, 19]",2,"[-1.0065314829999998, 0.8272499409999998]","[5, 17]",5,"[0.154939594, 8.993468517, 0.18255602599999987, 0.9811967930000001, 2.182556026]","[4, 6, 7, 18, 20]",15,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 20]",3,"[13, 14, 19]",0,[],0,[],[],4,"[-2, -1, -1, -2]","[3, 17, 18, 20]",11,"[0, 2, 2, 0, 4, 8, 1, 32, 3, 4, 19]","[4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16]"
785y9gdo,lqrzksbg,02_D2H1,0.009,0,[],6,"[11.072969650000001, 2.818444020000001, 5.707610549999998, 0.6063241719999999, 9.74669801, 5.236989600000001]","[3, 9, 10, 12, 15, 18]",9,"[4, 5, 6, 8, 13, 14, 16, 19, 20]",0,[],[],3,"[0.501357871, 2.130690833, 7.656995640000002]","[7, 11, 17]",0,[],3,"[0.4077173030000001, 7.407717303, -0.006531482999999838]","[4, 15, 19]",4,"[3, 7, 10, 13]",3,"[1.1825560259999999, -5.817443974, -5.434256032]","[14, 18, 20]",8,"[1.938820615, 7.99799329, 0.7041627460000002, 0.459787808, 0.908925349, 11.0, 2.565743968, 5.537469501]","[5, 6, 8, 9, 11, 12, 16, 17]",17,"[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,[],0,[],1,[15],[5],2,"[-1, -1]","[9, 20]",15,"[5, 28, 6, 3, 8, 0, 1, 41, 6, 1, 13, 1, 5, 1, 27]","[3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
785y9gdo,li03h52g,02_D2H1,0.009,0,[],6,"[-9.07268513, 0.40851078200000046, -4.927030349999999, -1.2820486210000004, -1.1787179600000002, -3.2923894500000017]","[4, 6, 9, 11, 14, 16]",9,"[3, 5, 7, 8, 10, 15, 17, 18, 19]",2,"[-2.6184832999999994, -4.927030349999999]","[13, 20]",1,[0.08437567999999995],[12],0,[],7,"[5.0, -1.7411601760000002, 4.0, -1.718773864, 2.268517836, 6.584695177, 6.393268042]","[3, 6, 7, 10, 14, 17, 18]",4,"[4, 8, 9, 13]",3,"[-0.40578611099999995, 0.7070470659999999, -0.7187738640000001]","[12, 16, 19]",4,"[0.009987905, 9.55465343, 7.584695177, 9.68143908]","[5, 11, 15, 20]",15,"[3, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]",3,"[4, 8, 13]",0,[],0,[],[],0,[],[],15,"[36, 1, 21, 39, 3, 3, 2, 2, 19, 26, 2, 13, 11, 1, 23]","[3, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]"
785y9gdo,zzvqana0,02_D2H1,0.009,0,[],7,"[-6.428696299999999, -3.921510699999999, -1.49260825, -4.5914892179999995, -4.5914892179999995, -3.3597330700000008, 1.1129606099999982]","[3, 4, 6, 8, 13, 16, 20]",8,"[5, 9, 10, 11, 14, 15, 18, 19]",3,"[-5.133952853, -4.5914892179999995, -2.5002729499999994]","[7, 12, 17]",0,[],[],0,[],5,"[4.894488663, 7.584695177, 3.84655185, 6.008480611, 6.393268042]","[5, 7, 9, 13, 15]",6,"[4, 6, 10, 14, 17, 20]",4,"[0.487691734, 0.7070470659999999, 0.7070470659999999, 3.188454623]","[8, 11, 12, 19]",3,"[9.68143908, 9.55465343, 10.0]","[3, 16, 18]",16,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20]",0,[],0,[],2,"[39, 3]","[3, 17]",1,[-2],[20],15,"[6, 27, 10, 28, 1, 3, 1, 1, 1, 24, 0, 28, 26, 25, 1]","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19]"
785y9gdo,chdaoiid,02_D2H1,0.009,0,[],5,"[2.4997270500000006, -5.181555979999999, -4.618483299999999, -9.343004359999998, -1.2124213040000003]","[4, 8, 9, 19, 20]",11,"[3, 5, 6, 7, 10, 11, 13, 14, 16, 17, 18]",1,[-8.07394949],[15],1,[0.9435638500000003],[12],0,[],2,"[7.1157501100000005, 4.0]","[10, 11]",3,"[3, 7, 15]",0,[],[],13,"[3.0, 1.088136855, 12.0, 9.68143908, 10.0, 8.993468517, 4.537469501, 9.68143908, 4.894488663, 2.188454623, 0.009987905, 5.784382281, 4.0]","[4, 5, 6, 8, 9, 12, 13, 14, 16, 17, 18, 19, 20]",17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,[],0,[],1,[1],[18],0,[],[],17,"[2, 2, 11, 11, 0, 28, 28, 33, 1, 28, 18, 25, 0, 16, 1, 22, 11]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]"
785y9gdo,rvh7gks4,02_D2H1,0.009,0,[],11,"[4.94356385, 0.11296060999999824, -4.598667939999999, -2.29362364, -1.1339528530000003, -4.49850176, -3.2923894500000017, -3.763010399999999, -3.2533019900000006, -4.84166432, -0.21242130400000026]","[3, 5, 9, 11, 12, 13, 14, 17, 18, 19, 20]",5,"[6, 7, 10, 15, 16]",1,[-5.84166432],[8],1,[1.3363658700000016],[4],0,[],10,"[4.0, -1.1055113370000003, 5.0, 5.0, -3.1055113370000003, 0.8272499409999998, -3.2558923589999997, -0.2929529340000001, -1.845060406, -0.658614058]","[3, 4, 6, 8, 10, 12, 13, 14, 16, 19]",2,"[11, 20]",5,"[-1.760423237, -5.0188032069999995, -1.091074651, -2.845060406, 2.5132450979999996]","[7, 9, 15, 17, 18]",1,[0.039544973],[5],15,"[3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",2,"[11, 20]",0,[],1,[2],[5],2,"[-1, -2]","[7, 17]",13,"[40, 12, 21, 37, 2, 4, 9, 5, 12, 2, 2, 0, 5]","[3, 4, 6, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19]"
785y9gdo,capu8o1s,02_D2H1,0.009,0,[],8,"[-2.046917919, -3.22010083, -5.598667939999999, -4.29362364, -7.07268513, -4.95158779, -9.763010399999999, -3.927030349999999]","[5, 6, 7, 8, 13, 15, 17, 19]",9,"[4, 9, 10, 11, 12, 14, 16, 18, 20]",1,[-6.49260825],[3],0,[],[],0,[],7,"[9.0, -3.1055113370000003, -2.911863145, 3.6814390800000005, 2.181597021, 3.0, 0.565743968]","[4, 12, 13, 14, 15, 17, 20]",4,"[6, 7, 11, 19]",4,"[2.872507497, 0.7041627460000002, -1.540212192, 0.18255602599999987]","[3, 9, 10, 16]",3,"[1.5546534300000001, 0.039544973, 2.25188264]","[5, 8, 18]",16,"[3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",1,[19],0,[],1,[23],[7],1,[-1],[8],15,"[21, 32, 8, 1, 1, 0, 0, 3, 7, 30, 25, 0, 19, 24, 9]","[3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]"
785y9gdo,mqbekrho,02_D2H1,0.009,0,[],10,"[-8.887039390000002, -3.181555979999999, 2.2628912000000003, 2.6574266079999997, 0.7466980099999994, -0.6478254399999983, -0.5986679399999986, 1.50149824, -0.84823016, -4.887039390000002]","[5, 9, 10, 11, 12, 15, 16, 17, 19, 20]",6,"[4, 6, 8, 13, 14, 18]",1,[-9.17871796],[7],1,[1.0484122100000004],[3],0,[],3,"[10.0, 2.188454623, 0.7041627460000002]","[7, 9, 10]",6,"[4, 5, 8, 15, 18, 19]",2,"[7.993468517, 2.6814390800000005]","[3, 20]",7,"[1.487691734, 12.0, 0.459787808, 10.68143908, 8.584695177, 7.181597021, 4.393268042]","[6, 11, 12, 13, 14, 16, 17]",17,"[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,[8],0,[],0,[],[],2,"[-2, -1]","[5, 12]",15,"[28, 9, 2, 24, 17, 5, 38, 40, 31, 5, 8, 26, 0, 0, 1]","[3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]"
yq06059v,hcs619b2,02_D1H2,0.009,0,[],7,"[-16.34300436, -10.84823016, -14.887039390000002, -10.292389450000002, -2.1339528530000003, -4.17871796, -8.887039390000002]","[3, 6, 12, 13, 14, 15, 18]",9,"[4, 5, 7, 8, 9, 10, 11, 16, 17]",2,"[-1.6742749050000008, -0.29362363999999985]","[19, 20]",0,[],[],0,[],5,"[-2.434256032, 2.8944886629999997, -2.2558923589999997, 2.1157501100000005, 7.55465343]","[7, 8, 10, 11, 18]",4,"[5, 14, 15, 20]",3,"[-2.295837254, -2.540212192, -2.512308266]","[12, 16, 19]",6,"[3.784382281, 4.181597021, 4.0, 8.99799329, 2.704162746, 4.784382281]","[3, 4, 6, 9, 13, 17]",14,"[3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19]",2,"[15, 20]",0,[],2,"[3, 18]","[5, 13]",2,"[-1, -1]","[12, 16]",12,"[13, 18, 25, 15, 23, 30, 1, 12, 0, 12, 9, 0]","[3, 4, 6, 7, 8, 9, 10, 11, 14, 17, 18, 19]"
yq06059v,668ps4i5,02_D1H2,0.009,0,[],6,"[-3.9515877899999996, -3.4804790200000006, -9.921510699999999, -9.663634129999998, -7.887039390000002, -8.763010399999999]","[3, 4, 9, 15, 16, 20]",8,"[5, 6, 8, 12, 13, 14, 18, 19]",4,"[-3.813460785, -3.1339528530000003, -6.428696299999999, -9.343004359999998]","[7, 10, 11, 17]",0,[],[],0,[],6,"[4.584695177, 9.0, -0.760423237, 9.0, 9.55465343, 9.0]","[5, 7, 10, 11, 18, 20]",7,"[3, 4, 6, 13, 15, 16, 17]",1,[6.584695177],[14],4,"[0.18255602599999987, 3.0, 1.8944886629999997, 4.1157501100000005]","[8, 9, 12, 19]",13,"[3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20]",3,"[4, 6, 17]",0,[],2,"[1, 3]","[15, 16]",0,[],[],13,"[2, 31, 22, 5, 20, 4, 5, 15, 2, 3, 23, 14, 46]","[3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20]"
yq06059v,tduklotz,02_D1H2,0.009,0,[],5,"[9.92605051, 2.98562729, 3.9435638500000003, 18.70761055, 6.92605051]","[3, 5, 9, 14, 19]",8,"[6, 10, 11, 12, 13, 15, 16, 18]",0,[],[],5,"[13.818444020000001, 3.82128204, 2.4997270500000006, 0.13069083300000006, 0.2628912000000003]","[4, 7, 8, 17, 20]",0,[],4,"[4.0, 4.25188264, 3.188060608, 7.584695177]","[3, 5, 13, 16]",7,"[7, 8, 9, 10, 12, 14, 17]",2,"[2.0084806110000004, 1.5132450979999996]","[4, 6]",5,"[7.55465343, 7.0, 0.565743968, 0.487691734, 3.565743968]","[11, 15, 18, 19, 20]",15,"[3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,[10],0,[],2,"[4, 3]","[7, 9]",0,[],[],15,"[42, 3, 14, 2, 2, 10, 3, 5, 3, 12, 7, 1, 3, 9, 7]","[3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
yq06059v,mgtb3nv0,02_D1H2,0.009,0,[],11,"[-3.435119867, -0.9785417170000001, -6.49850176, -7.921510699999999, -10.647825439999998, -8.17871796, -4.5914892179999995, -0.49864212900000005, -6.359733070000001, -6.07268513, 3.818444020000001]","[3, 4, 5, 8, 10, 12, 13, 14, 15, 17, 19]",5,"[7, 9, 11, 18, 20]",2,"[-3.813460785, -4.282048621]","[6, 16]",0,[],[],0,[],8,"[-0.21561771899999993, -5.817443974, -5.811545377, -4.105511337, -2.741160176, 2.0, 7.993468517, 0.5846951770000004]","[5, 9, 14, 15, 16, 18, 19, 20]",5,"[3, 7, 8, 10, 17]",1,[-4.127492503],[6],4,"[3.25188264, 9.0, 3.181597021, 0.341385942]","[4, 11, 12, 13]",16,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,[3],0,[],1,[32],[4],0,[],[],16,"[10, 3, 0, 0, 8, 0, 3, 15, 6, 13, 18, 20, 0, 18, 16, 27]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
yq06059v,mp20slc0,02_D1H2,0.009,0,[],4,"[-14.35973307, -2.435119867, -15.49850176, -11.6184833]","[5, 11, 12, 16]",11,"[3, 4, 6, 8, 9, 10, 13, 14, 15, 18, 20]",3,"[-11.6184833, -0.4878788190000001, -10.29362364]","[7, 17, 19]",0,[],[],0,[],5,"[-3.512308266, 10.0, 10.0, 7.827249941, 8.407717303]","[3, 8, 9, 10, 17]",3,"[5, 11, 20]",2,"[-1.8174439740000001, -4.811939392]","[4, 13]",8,"[1.84655185, 1.84655185, 5.393268042, 0.239576763, 0.5846951770000004, 1.84655185, 3.784382281, 2.258839824]","[6, 7, 12, 14, 15, 16, 18, 19]",17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1,[20],0,[],0,[],[],4,"[-1, -1, -1, -1]","[5, 7, 10, 11]",13,"[8, 0, 3, 38, 35, 6, 10, 0, 1, 17, 33, 0, 16]","[3, 4, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19]"
yq06059v,04b7sq11,02_D1H2,0.009,0,[],9,"[-4.95158779, -0.07268512999999999, -4.49850176, 0.0054097769999998935, 3.92731487, 1.9435638500000003, 6.98562729, 5.787578696, 7.571303700000001]","[6, 7, 8, 9, 10, 13, 14, 16, 20]",9,"[3, 4, 5, 11, 12, 15, 17, 18, 19]",0,[],[],0,[],[],0,[],5,"[5.25188264, 6.008480611, 6.784382281, 11.0, 0.565743968]","[4, 9, 13, 15, 18]",5,"[5, 11, 14, 19, 20]",3,"[-0.43425603199999996, 3.188060608, 9.99799329]","[3, 12, 17]",5,"[4.84655185, 6.0, 2.0, 11.0, 1.1880606079999998]","[6, 7, 8, 10, 16]",16,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19]",2,"[14, 20]",0,[],0,[],[],1,[-1],[11],15,"[1, 34, 8, 25, 0, 4, 30, 24, 0, 30, 45, 9, 0, 3, 1]","[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19]"
